Open,High,Low,Close,Adj Close,Volume,Returns_t-1,monthly_return
61.790001,62.630001,58.209999,59.080002,47.266354,199314500,49.090439,-0.03715764285587264
59.360001,61.5,58.639999,61.200001,48.96244,185822200,47.266354,0.035883580104359325
61.080002,62.490002,57.18,58.91,47.445801,251787900,48.96244,-0.03097556004153379
58.950001,66.660004,58.27,65.82,53.011089,247098000,47.445801,0.11729779838683707
65.43,69.720001,65.129997,69.720001,56.533154,229264800,53.011089,0.06644015556820593
69.599998,75.239998,69.150002,74.43,60.352306,210686500,56.533154,0.0675559690159866
74.699997,74.959999,71.349998,72.599998,58.868439,163618500,60.352306,-0.024586749013368214
72.769997,75.190002,72.57,73.800003,60.165115,121605000,58.868439,0.022026675448282296
73.800003,77.599998,73.629997,75.019997,61.159702,144858200,60.165115,0.016530958180666744
75.129997,75.160004,67.650002,72.019997,58.71397,193687500,61.159702,-0.039989272675004184
72.110001,72.699997,67.370003,68.230003,55.624184,198433700,58.71397,-0.05262437542547371
68.93,70.440002,67.720001,69.949997,57.342873,152007900,55.624184,0.0308982330419445
70.110001,71.959999,68.129997,70.779999,58.023262,205455800,57.342873,0.011865275742288128
70.779999,75.110001,70.779999,74.830002,61.34333,151456500,58.023262,0.05721960271726889
75.0,79.5,74.900002,77.720001,64.12352,165085800,61.34333,0.04532179782219181
77.849998,79.959999,74.82,74.839996,61.747337,162295100,64.12352,-0.03705634063756946
75.059998,76.870003,72.900002,74.489998,61.827179,162608600,61.747337,0.001293043617411449
74.989998,78.690002,74.089996,77.940002,64.690735,113025400,61.827179,0.046315488532963744
78.419998,79.0,72.230003,72.980003,60.573898,133848900,64.690735,-0.06363874208570985
73.480003,76.730003,72.190002,73.959999,61.760071,124109700,60.573898,0.019582246465301045
73.870003,77.629997,71.510002,76.75,64.089836,150995900,61.760071,0.03772283551940858
76.970001,81.349998,76.589996,81.010002,67.647133,113143600,64.089836,0.055504854155033145
80.889999,81.370003,76.809998,78.690002,65.709846,117743800,67.647133,-0.028638124249848018
78.720001,79.470001,73.639999,74.68,62.7243,146048800,65.709846,-0.04543529138692548
74.190002,75.989998,72.269997,74.699997,62.741096,140708800,62.7243,0.00026777500904762164
74.489998,77.529999,73.830002,76.43,64.194138,143316900,62.741096,0.023159334035222967
76.760002,79.989998,76.290001,79.709999,67.380974,133598600,64.194138,0.04964372292061925
79.730003,79.760002,75.239998,76.769997,64.895699,121597900,67.380974,-0.03688392809519203
76.580002,77.760002,74.669998,75.07,63.85154,125875700,64.895699,-0.016089802808041176
75.269997,77.57,73.540001,73.580002,62.584213,120165500,63.85154,-0.01984802559186516
73.32,76.199997,72.769997,75.5,64.217262,114715100,62.584213,0.02609362524060188
75.419998,77.730003,75.410004,76.470001,65.470818,120321400,64.217262,0.019520545737374828
76.510002,79.370003,72.610001,76.269997,65.299591,177386600,65.470818,-0.0026153178657396525
76.349998,88.089996,75.589996,87.540001,74.94854,159253200,65.299591,0.14776430988671874
86.720001,87.440002,82.650002,85.879997,73.527328,138945800,74.94854,-0.01896250413950684
86.269997,90.970001,84.900002,84.980003,73.163246,158927700,73.527328,-0.004951655525956222
84.790001,88.0,82.550003,83.93,72.259247,138540500,73.163246,-0.012355917067977007
83.93,84.0,80.540001,82.25,70.812836,142533000,72.259247,-0.020016967516973905
82.279999,82.279999,77.550003,78.050003,67.60051,143685100,70.812836,-0.045363611761009004
78.199997,79.940002,74.150002,74.269997,64.326576,151125700,67.60051,-0.04843061095249124
74.690002,75.199997,70.779999,70.93,61.821453,176565700,64.326576,-0.03894382626552362
71.599998,74.139999,70.360001,71.980003,62.73661,150420400,61.821453,0.014803226963947314
71.839996,73.690002,61.5,64.730003,56.417633,227361100,62.73661,-0.10072232146429327
63.799999,67.010002,62.919998,64.839996,56.899387,190814000,56.417633,0.008539067918712506
64.760002,67.949997,57.16,57.240002,50.230118,347169000,56.899387,-0.11721161424814652
57.290001,61.470001,56.299999,58.84,51.634182,224629400,50.230118,0.027952631924934135
59.130001,61.869999,58.32,61.299999,53.792919,226975100,51.634182,0.0418082928088217
60.5,66.529999,60.200001,66.360001,58.721012,264665800,53.792919,0.09161229938089077
65.910004,68.199997,62.349998,66.339996,58.70332,263102700,58.721012,-0.00030128908541293686
66.650002,69.190002,64.879997,68.489998,60.605835,203107900,58.70332,0.03240898470478326
68.019997,70.080002,66.360001,66.870003,59.610382,141253600,60.605835,-0.016425035642195107
66.620003,71.379997,62.720001,70.779999,63.09586,232976200,59.610382,0.05847098916427007
70.5,73.190002,70.150002,73.019997,65.569283,185919600,63.09586,0.03920103474300851
73.129997,74.349998,72.419998,72.970001,65.524376,137723500,65.569283,-0.0006848786191545608
72.809998,75.190002,70.889999,71.440002,64.15049,212460000,65.524376,-0.020967555646771774
71.57,73.190002,70.300003,72.120003,65.204453,176983900,64.15049,0.01642953935347946
71.830002,72.57,67.07,70.019997,63.305809,170716200,65.204453,-0.02911831803880016
69.980003,72.089996,68.120003,70.43,63.676479,210370600,63.305809,0.005855228862172712
70.25,72.480003,68.830002,69.120003,62.492111,162527500,63.676479,-0.018599772138782944
69.239998,69.629997,65.279999,66.739998,60.772194,181828000,62.492111,-0.027522145955351074
66.459999,72.800003,66.040001,70.93,64.587532,207967400,60.772194,0.062780981710155
70.970001,72.559998,69.330002,72.080002,65.634697,191103100,64.587532,0.01621311370126377
72.080002,75.769997,71.379997,75.18,68.960861,127527200,65.634697,0.05067691559542031
75.089996,79.440002,74.959999,78.599998,72.097954,182345800,68.960861,0.04549091984219866
78.639999,80.470001,73.290001,75.68,69.884048,247520700,72.097954,-0.03070691853474783
75.839996,80.339996,73.129997,79.989998,73.863983,143448100,69.884048,0.05695055043176667
80.25,81.989998,77.5,78.07,72.091026,203652700,73.863983,-0.024002997509625312
78.309998,81.120003,77.730003,78.139999,72.609543,161153600,72.091026,0.007192531841619276
77.900002,89.110001,77.5,87.309998,81.130486,198775100,72.609543,0.11735293527463742
87.07,100.129997,87.0,97.230003,90.348389,222703100,81.130486,0.1136182396343588
97.610001,99.910004,96.139999,98.75,91.760826,166774100,90.348389,0.015633228391045195
99.300003,109.980003,98.519997,106.599998,99.577271,169694600,91.760826,0.08518280992806226
105.959999,106.559998,90.0,90.010002,84.0802,307532700,99.577271,-0.15562859721271127
90.169998,90.5,85.279999,88.970001,83.108704,256003000,84.0802,-0.01155439687346127
88.0,89.660004,84.839996,88.459999,83.124962,163581800,83.108704,0.00019562331281197665
87.669998,88.099998,81.779999,82.540001,77.562004,248483300,83.124962,-0.06692283360081408
83.040001,87.489998,82.370003,85.650002,80.991501,185619400,77.562004,0.044216198952260255
85.650002,89.660004,83.400002,89.230003,84.37677,117596900,80.991501,0.04179783012047156
88.860001,100.209999,87.620003,95.860001,90.646164,205659500,84.37677,0.07430237019027874
95.800003,97.660004,93.690002,93.910004,89.318001,127212500,90.646164,-0.014652169947312998
94.290001,102.599998,92.889999,100.279999,95.376511,216421000,89.318001,0.06783078362893491
99.959999,106.209999,93.309998,97.650002,92.875122,191936600,95.376511,-0.026226467856430458
98.019997,99.589996,85.779999,93.150002,88.595161,186311800,92.875122,-0.04608296503772025
91.639999,99.349998,91.639999,95.830002,91.641495,160739700,88.595161,0.03438488023064834
95.919998,104.18,93.110001,98.989998,94.663368,166799500,91.641495,0.03297494219185304
99.470001,100.489998,95.0,97.529999,93.267181,141147100,94.663368,-0.014748968154186248
97.970001,104.150002,96.790001,102.839996,98.87426,110606900,93.267181,0.060118456887852334
102.769997,103.959999,98.849998,101.440002,97.528252,155764900,98.87426,-0.013613330709125071
101.629997,112.220001,101.400002,110.489998,106.793579,121525000,97.528252,0.09500146685700872
111.300003,115.489998,109.629997,110.379997,106.687256,91286900,106.793579,-0.0009955935646653868
110.32,115.379997,104.839996,114.260002,110.437454,157874200,106.687256,0.035151321166231764
113.68,119.860001,113.489998,118.68,115.274223,105362500,110.437454,0.043796455141024815
118.849998,120.709999,114.580002,117.260002,113.894974,96407600,115.274223,-0.011964938596896957
117.919998,125.379997,117.080002,119.089996,115.672455,116620600,113.894974,0.015606316394610964
119.150002,122.120003,117.419998,118.839996,115.429626,98422700,115.672455,-0.0020992811123443644
118.860001,119.889999,112.68,114.489998,111.703255,127907500,115.429626,-0.032282622140697215
114.900002,119.949997,104.370003,107.68,105.059036,132414100,111.703255,-0.05948097931434493
107.599998,128.080002,102.0,113.620003,110.854446,318954800,105.059036,0.055163365481480264
112.150002,133.380005,111.800003,121.550003,119.116165,207159800,110.854446,0.0745276287790928
121.480003,131.990005,120.779999,124.059998,121.575905,186789700,119.116165,0.02064992606167282
123.440002,124.410004,117.010002,119.779999,117.897949,185852200,121.575905,-0.030252343176059515
119.449997,134.130005,118.220001,129.399994,127.366791,197452100,117.897949,0.08031388230511127
129.910004,141.070007,128.270004,138.850006,136.668304,230008400,127.366791,0.07302934247593629
141.199997,151.330002,134.75,139.910004,138.277802,268657200,136.668304,0.011776673543852478
140.800003,146.600006,137.369995,138.75,137.131332,128995000,138.277802,-0.008291063232260698
140.589996,153.399994,139.029999,152.789993,151.007523,137933500,137.131332,0.10118906305088626
153.600006,153.660004,142.300003,144.149994,142.468323,170368500,151.007523,-0.05654817607994267
144.300003,149.929993,140.350006,140.490005,139.358597,150162900,142.468323,-0.021827490732799548
140.910004,147.5,129.860001,129.919998,128.873703,184999800,139.358597,-0.07523679360807567
131.580002,137.589996,126.279999,135.830002,134.736115,246548100,128.873703,0.045489590688645
135.940002,141.770004,135.330002,139.910004,139.362701,153121900,134.736115,0.034338128273922575
139.679993,144.580002,135.759995,142.029999,141.474411,174777800,139.362701,0.015152619638162834
142.210007,142.800003,134.399994,141.020004,141.020004,169099900,141.474411,-0.0032119377404582483
