Open,High,Low,Close,Adj Close,Volume,Returns_t-1,monthly_return
55.75,55.900002,53.52,53.639999,41.060947,282951100,42.322769,-0.029814259081205274
53.880001,54.950001,50.0,50.560001,38.703243,398119000,41.060947,-0.057419620643430314
50.799999,52.080002,48.009998,48.07,37.010941,390548500,38.703243,-0.04372506975707435
48.099998,51.810001,47.77,51.189999,39.413143,280340800,37.010941,0.06490518573953574
51.549999,52.48,50.0,50.139999,38.604698,272559100,39.413143,-0.020512066241456517
50.490002,54.389999,50.459999,53.52,41.447594,216284000,38.604698,0.07364119258231216
53.599998,54.82,52.93,54.169998,41.950981,208445100,41.447594,0.012145144058301582
54.049999,55.720001,53.43,54.09,41.889038,241802400,41.950981,-0.0014765566507253247
54.419998,55.34,53.139999,53.93,41.76511,246182100,41.889038,-0.002958482837443044
54.23,57.900002,53.540001,56.07,43.662548,260656500,41.76511,0.04543117448990319
56.369999,56.73,51.52,51.98,40.477612,276839200,43.662548,-0.07294434580409737
52.16,53.880001,50.970001,52.049999,40.532097,279247300,40.477612,0.001346052726628244
52.25,55.16,51.919998,54.98,43.113838,177992800,40.532097,0.06369621093130218
55.080002,56.470001,54.189999,55.220001,43.302029,195699000,43.113838,0.004364979058463669
54.98,55.169998,51.790001,53.139999,41.946659,282564700,43.302029,-0.03130038086667952
53.189999,54.810001,52.669998,52.709999,41.60725,198103900,41.946659,-0.008091442991919773
52.790001,53.490002,48.310001,53.189999,41.98613,424527100,41.60725,0.009106105306166734
53.200001,53.549999,49.939999,51.900002,41.264229,275866100,41.98613,-0.01719379709442148
51.880001,57.959999,51.630001,56.720001,45.096485,268820500,41.264229,0.09287114027987786
55.82,59.400002,55.68,58.900002,46.829735,222113300,45.096485,0.03843425934415956
58.639999,60.0,57.419998,59.759998,47.513496,193606900,46.829735,0.014601000838463163
59.970001,62.0,58.369999,61.360001,49.090439,163577000,47.513496,0.033189370026571074
